# NWS county table for the weather alert picker. Generated by cmd/wxzoneseed.
# SAME|UGC|Name|State|WFO   see internal/wxzones/seed/README.md
# Captured 2026-08-23 from https://api.weather.gov/zones?type=county
017155|ILC155|Putnam|IL|DVN
017157|ILC157|Randolph|IL|LSX
017159|ILC159|Richland|IL|ILX
017161|ILC161|Rock Island|IL|DVN
017163|ILC163|St. Clair|IL|LSX
017165|ILC165|Saline|IL|PAH
017167|ILC167|Sangamon|IL|ILX
017169|ILC169|Schuyler|IL|ILX
017171|ILC171|Scott|IL|ILX
017173|ILC173|Shelby|IL|ILX
017175|ILC175|Stark|IL|ILX
017177|ILC177|Stephenson|IL|DVN
017179|ILC179|Tazewell|IL|ILX
017181|ILC181|Union|IL|PAH
017183|ILC183|Vermilion|IL|ILX
017185|ILC185|Wabash|IL|PAH
017187|ILC187|Warren|IL|DVN
017189|ILC189|Washington|IL|LSX
017191|ILC191|Wayne|IL|PAH
017193|ILC193|White|IL|PAH
017195|ILC195|Whiteside|IL|DVN
017197|ILC197|Will|IL|LOT
017199|ILC199|Williamson|IL|PAH
017201|ILC201|Winnebago|IL|LOT
017203|ILC203|Woodford|IL|ILX
018001|INC001|Adams|IN|IWX
018003|INC003|Allen|IN|IWX
018005|INC005|Bartholomew|IN|IND
018007|INC007|Benton|IN|LOT
018009|INC009|Blackford|IN|IWX
018011|INC011|Boone|IN|IND
018013|INC013|Brown|IN|IND
018015|INC015|Carroll|IN|IND
018017|INC017|Cass|IN|IWX
018019|INC019|Clark|IN|LMK
018021|INC021|Clay|IN|IND
018023|INC023|Clinton|IN|IND
018025|INC025|Crawford|IN|LMK
018027|INC027|Daviess|IN|IND
018029|INC029|Dearborn|IN|ILN
018031|INC031|Decatur|IN|IND
018033|INC033|De Kalb|IN|IWX
018035|INC035|Delaware|IN|IND
018037|INC037|Dubois|IN|LMK
018039|INC039|Elkhart|IN|IWX
018041|INC041|Fayette|IN|ILN
018043|INC043|Floyd|IN|LMK
018045|INC045|Fountain|IN|IND
018047|INC047|Franklin|IN|ILN
018049|INC049|Fulton|IN|IWX
018051|INC051|Gibson|IN|PAH
018053|INC053|Grant|IN|IWX
018055|INC055|Greene|IN|IND
018057|INC057|Hamilton|IN|IND
018059|INC059|Hancock|IN|IND
018061|INC061|Harrison|IN|LMK
018063|INC063|Hendricks|IN|IND
018065|INC065|Henry|IN|IND
018067|INC067|Howard|IN|IND
018069|INC069|Huntington|IN|IWX
018071|INC071|Jackson|IN|IND
018073|INC073|Jasper|IN|LOT
018075|INC075|Jay|IN|IWX
018077|INC077|Jefferson|IN|LMK
018079|INC079|Jennings|IN|IND
018081|INC081|Johnson|IN|IND
018083|INC083|Knox|IN|IND
018085|INC085|Kosciusko|IN|IWX
018087|INC087|Lagrange|IN|IWX
018089|INC089|Lake|IN|LOT
018091|INC091|La Porte|IN|IWX
018093|INC093|Lawrence|IN|IND
018095|INC095|Madison|IN|IND
018097|INC097|Marion|IN|IND
018099|INC099|Marshall|IN|IWX
018101|INC101|Martin|IN|IND
018103|INC103|Miami|IN|IWX
018105|INC105|Monroe|IN|IND
018107|INC107|Montgomery|IN|IND
018109|INC109|Morgan|IN|IND
018111|INC111|Newton|IN|LOT
018113|INC113|Noble|IN|IWX
018115|INC115|Ohio|IN|ILN
018117|INC117|Orange|IN|LMK
018119|INC119|Owen|IN|IND
018121|INC121|Parke|IN|IND
018123|INC123|Perry|IN|LMK
018125|INC125|Pike|IN|PAH
018127|INC127|Porter|IN|LOT
018129|INC129|Posey|IN|PAH
018131|INC131|Pulaski|IN|IWX
018133|INC133|Putnam|IN|IND
018135|INC135|Randolph|IN|IND
018137|INC137|Ripley|IN|ILN
018139|INC139|Rush|IN|IND
018141|INC141|St. Joseph|IN|IWX
018143|INC143|Scott|IN|LMK
018145|INC145|Shelby|IN|IND
018147|INC147|Spencer|IN|PAH
018149|INC149|Starke|IN|IWX
018151|INC151|Steuben|IN|IWX
018153|INC153|Sullivan|IN|IND
018155|INC155|Switzerland|IN|ILN
018157|INC157|Tippecanoe|IN|IND
018159|INC159|Tipton|IN|IND
018161|INC161|Union|IN|ILN
018163|INC163|Vanderburgh|IN|PAH
018165|INC165|Vermillion|IN|IND
018167|INC167|Vigo|IN|IND
018169|INC169|Wabash|IN|IWX
018171|INC171|Warren|IN|IND
018173|INC173|Warrick|IN|PAH
018175|INC175|Washington|IN|LMK
018177|INC177|Wayne|IN|ILN
018179|INC179|Wells|IN|IWX
018181|INC181|White|IN|IWX
018183|INC183|Whitley|IN|IWX
019001|IAC001|Adair|IA|DMX
019003|IAC003|Adams|IA|DMX
019005|IAC005|Allamakee|IA|ARX
019007|IAC007|Appanoose|IA|DMX
019009|IAC009|Audubon|IA|DMX
019011|IAC011|Benton|IA|DVN
019013|IAC013|Black Hawk|IA|DMX
019015|IAC015|Boone|IA|DMX
019017|IAC017|Bremer|IA|DMX
019019|IAC019|Buchanan|IA|DVN
019021|IAC021|Buena Vista|IA|FSD
019023|IAC023|Butler|IA|DMX
019025|IAC025|Calhoun|IA|DMX
019027|IAC027|Carroll|IA|DMX
019029|IAC029|Cass|IA|DMX
019031|IAC031|Cedar|IA|DVN
019033|IAC033|Cerro Gordo|IA|DMX
019035|IAC035|Cherokee|IA|FSD
019037|IAC037|Chickasaw|IA|ARX
019039|IAC039|Clarke|IA|DMX
019041|IAC041|Clay|IA|FSD
019043|IAC043|Clayton|IA|ARX
019045|IAC045|Clinton|IA|DVN
019047|IAC047|Crawford|IA|DMX
019049|IAC049|Dallas|IA|DMX
019051|IAC051|Davis|IA|DMX
019053|IAC053|Decatur|IA|DMX
019055|IAC055|Delaware|IA|DVN
019057|IAC057|Des Moines|IA|DVN
019059|IAC059|Dickinson|IA|FSD
019061|IAC061|Dubuque|IA|DVN
019063|IAC063|Emmet|IA|DMX
019065|IAC065|Fayette|IA|ARX
019067|IAC067|Floyd|IA|ARX
019069|IAC069|Franklin|IA|DMX
019071|IAC071|Fremont|IA|OAX
019073|IAC073|Greene|IA|DMX
019075|IAC075|Grundy|IA|DMX
019077|IAC077|Guthrie|IA|DMX
019079|IAC079|Hamilton|IA|DMX
019081|IAC081|Hancock|IA|DMX
019083|IAC083|Hardin|IA|DMX
019085|IAC085|Harrison|IA|OAX
019087|IAC087|Henry|IA|DVN
019089|IAC089|Howard|IA|ARX
019091|IAC091|Humboldt|IA|DMX
019093|IAC093|Ida|IA|FSD
019095|IAC095|Iowa|IA|DVN
019097|IAC097|Jackson|IA|DVN
019099|IAC099|Jasper|IA|DMX
019101|IAC101|Jefferson|IA|DVN
019103|IAC103|Johnson|IA|DVN
019105|IAC105|Jones|IA|DVN
019107|IAC107|Keokuk|IA|DVN
019109|IAC109|Kossuth|IA|DMX
019111|IAC111|Lee|IA|DVN
019113|IAC113|Linn|IA|DVN
019115|IAC115|Louisa|IA|DVN
019117|IAC117|Lucas|IA|DMX
019119|IAC119|Lyon|IA|FSD
019121|IAC121|Madison|IA|DMX
019123|IAC123|Mahaska|IA|DMX
019125|IAC125|Marion|IA|DMX
019127|IAC127|Marshall|IA|DMX
019129|IAC129|Mills|IA|OAX
019131|IAC131|Mitchell|IA|ARX
019133|IAC133|Monona|IA|OAX
019135|IAC135|Monroe|IA|DMX
019137|IAC137|Montgomery|IA|OAX
019139|IAC139|Muscatine|IA|DVN
019141|IAC141|O'Brien|IA|FSD
019143|IAC143|Osceola|IA|FSD
019145|IAC145|Page|IA|OAX
019147|IAC147|Palo Alto|IA|DMX
019149|IAC149|Plymouth|IA|FSD
019151|IAC151|Pocahontas|IA|DMX
019153|IAC153|Polk|IA|DMX
019155|IAC155|Pottawattamie|IA|OAX
019157|IAC157|Poweshiek|IA|DMX
019159|IAC159|Ringgold|IA|DMX
019161|IAC161|Sac|IA|DMX
019163|IAC163|Scott|IA|DVN
019165|IAC165|Shelby|IA|OAX
019167|IAC167|Sioux|IA|FSD
019169|IAC169|Story|IA|DMX
019171|IAC171|Tama|IA|DMX
019173|IAC173|Taylor|IA|DMX
019175|IAC175|Union|IA|DMX
019177|IAC177|Van Buren|IA|DVN
019179|IAC179|Wapello|IA|DMX
019181|IAC181|Warren|IA|DMX
019183|IAC183|Washington|IA|DVN
019185|IAC185|Wayne|IA|DMX
019187|IAC187|Webster|IA|DMX
019189|IAC189|Winnebago|IA|DMX
019191|IAC191|Winneshiek|IA|ARX
019193|IAC193|Woodbury|IA|FSD
019195|IAC195|Worth|IA|DMX
019197|IAC197|Wright|IA|DMX
020001|KSC001|Allen|KS|ICT
020003|KSC003|Anderson|KS|TOP
020005|KSC005|Atchison|KS|EAX
020007|KSC007|Barber|KS|DDC
020009|KSC009|Barton|KS|ICT
020011|KSC011|Bourbon|KS|SGF
020013|KSC013|Brown|KS|TOP
020015|KSC015|Butler|KS|ICT
020017|KSC017|Chase|KS|ICT
020019|KSC019|Chautauqua|KS|ICT
020021|KSC021|Cherokee|KS|SGF
020023|KSC023|Cheyenne|KS|GLD
020025|KSC025|Clark|KS|DDC
020027|KSC027|Clay|KS|TOP
020029|KSC029|Cloud|KS|TOP
020031|KSC031|Coffey|KS|TOP
020033|KSC033|Comanche|KS|DDC
020035|KSC035|Cowley|KS|ICT
020037|KSC037|Crawford|KS|SGF
020039|KSC039|Decatur|KS|GLD
020041|KSC041|Dickinson|KS|TOP
020043|KSC043|Doniphan|KS|EAX
020045|KSC045|Douglas|KS|TOP
020047|KSC047|Edwards|KS|DDC
020049|KSC049|Elk|KS|ICT
020051|KSC051|Ellis|KS|DDC
020053|KSC053|Ellsworth|KS|ICT
020055|KSC055|Finney|KS|DDC
020057|KSC057|Ford|KS|DDC
020059|KSC059|Franklin|KS|TOP
020061|KSC061|Geary|KS|TOP
020063|KSC063|Gove|KS|GLD
020065|KSC065|Graham|KS|GLD
020067|KSC067|Grant|KS|DDC
020069|KSC069|Gray|KS|DDC
020071|KSC071|Greeley|KS|GLD
020073|KSC073|Greenwood|KS|ICT
020075|KSC075|Hamilton|KS|DDC
020077|KSC077|Harper|KS|ICT
020079|KSC079|Harvey|KS|ICT
020081|KSC081|Haskell|KS|DDC
020083|KSC083|Hodgeman|KS|DDC
020085|KSC085|Jackson|KS|TOP
020087|KSC087|Jefferson|KS|TOP
020089|KSC089|Jewell|KS|GID
020091|KSC091|Johnson|KS|EAX
020093|KSC093|Kearny|KS|DDC
020095|KSC095|Kingman|KS|ICT
020097|KSC097|Kiowa|KS|DDC
020099|KSC099|Labette|KS|ICT
020101|KSC101|Lane|KS|DDC
020103|KSC103|Leavenworth|KS|EAX
020105|KSC105|Lincoln|KS|ICT
020107|KSC107|Linn|KS|EAX
020109|KSC109|Logan|KS|GLD
020111|KSC111|Lyon|KS|TOP
020113|KSC113|McPherson|KS|ICT
020115|KSC115|Marion|KS|ICT
020117|KSC117|Marshall|KS|TOP
020119|KSC119|Meade|KS|DDC
020121|KSC121|Miami|KS|EAX
020123|KSC123|Mitchell|KS|GID
020125|KSC125|Montgomery|KS|ICT
020127|KSC127|Morris|KS|TOP
020129|KSC129|Morton|KS|DDC
020131|KSC131|Nemaha|KS|TOP
020133|KSC133|Neosho|KS|ICT
020135|KSC135|Ness|KS|DDC
020137|KSC137|Norton|KS|GLD
020139|KSC139|Osage|KS|TOP
020141|KSC141|Osborne|KS|GID
020143|KSC143|Ottawa|KS|TOP
020145|KSC145|Pawnee|KS|DDC
020147|KSC147|Phillips|KS|GID
020149|KSC149|Pottawatomie|KS|TOP
020151|KSC151|Pratt|KS|DDC
020153|KSC153|Rawlins|KS|GLD
020155|KSC155|Reno|KS|ICT
020157|KSC157|Republic|KS|TOP
020159|KSC159|Rice|KS|ICT
020161|KSC161|Riley|KS|TOP
020163|KSC163|Rooks|KS|GID
020165|KSC165|Rush|KS|DDC
020167|KSC167|Russell|KS|ICT
020169|KSC169|Saline|KS|ICT
020171|KSC171|Scott|KS|DDC
020173|KSC173|Sedgwick|KS|ICT
020175|KSC175|Seward|KS|DDC
020177|KSC177|Shawnee|KS|TOP
020179|KSC179|Sheridan|KS|GLD
020181|KSC181|Sherman|KS|GLD
020183|KSC183|Smith|KS|GID
020185|KSC185|Stafford|KS|DDC
020187|KSC187|Stanton|KS|DDC
020189|KSC189|Stevens|KS|DDC
020191|KSC191|Sumner|KS|ICT
020193|KSC193|Thomas|KS|GLD
020195|KSC195|Trego|KS|DDC
020197|KSC197|Wabaunsee|KS|TOP
020199|KSC199|Wallace|KS|GLD
020201|KSC201|Washington|KS|TOP
020203|KSC203|Wichita|KS|GLD
020205|KSC205|Wilson|KS|ICT
020207|KSC207|Woodson|KS|ICT
020209|KSC209|Wyandotte|KS|EAX
021001|KYC001|Adair|KY|LMK
021003|KYC003|Allen|KY|LMK
021005|KYC005|Anderson|KY|LMK
021007|KYC007|Ballard|KY|PAH
021009|KYC009|Barren|KY|LMK
021011|KYC011|Bath|KY|JKL
021013|KYC013|Bell|KY|JKL
021015|KYC015|Boone|KY|ILN
021017|KYC017|Bourbon|KY|LMK
021019|KYC019|Boyd|KY|RLX
021021|KYC021|Boyle|KY|LMK
021023|KYC023|Bracken|KY|ILN
021025|KYC025|Breathitt|KY|JKL
021027|KYC027|Breckinridge|KY|LMK
021029|KYC029|Bullitt|KY|LMK
021031|KYC031|Butler|KY|LMK
021033|KYC033|Caldwell|KY|PAH
021035|KYC035|Calloway|KY|PAH
021037|KYC037|Campbell|KY|ILN
021039|KYC039|Carlisle|KY|PAH
021041|KYC041|Carroll|KY|ILN
021043|KYC043|Carter|KY|RLX
021045|KYC045|Casey|KY|LMK
021047|KYC047|Christian|KY|PAH
021049|KYC049|Clark|KY|LMK
021051|KYC051|Clay|KY|JKL
021053|KYC053|Clinton|KY|LMK
021055|KYC055|Crittenden|KY|PAH
021057|KYC057|Cumberland|KY|LMK
021059|KYC059|Daviess|KY|PAH
021061|KYC061|Edmonson|KY|LMK
021063|KYC063|Elliott|KY|JKL
021065|KYC065|Estill|KY|JKL
021067|KYC067|Fayette|KY|LMK
021069|KYC069|Fleming|KY|JKL
021071|KYC071|Floyd|KY|JKL
021073|KYC073|Franklin|KY|LMK
021075|KYC075|Fulton|KY|PAH
021077|KYC077|Gallatin|KY|ILN
021079|KYC079|Garrard|KY|LMK
021081|KYC081|Grant|KY|ILN
021083|KYC083|Graves|KY|PAH
021085|KYC085|Grayson|KY|LMK
021087|KYC087|Green|KY|LMK
021089|KYC089|Greenup|KY|RLX
021091|KYC091|Hancock|KY|LMK
021093|KYC093|Hardin|KY|LMK
021095|KYC095|Harlan|KY|JKL
021097|KYC097|Harrison|KY|LMK
021099|KYC099|Hart|KY|LMK
021101|KYC101|Henderson|KY|PAH
021103|KYC103|Henry|KY|LMK
021105|KYC105|Hickman|KY|PAH
021107|KYC107|Hopkins|KY|PAH
021109|KYC109|Jackson|KY|JKL
021111|KYC111|Jefferson|KY|LMK
021113|KYC113|Jessamine|KY|LMK
021115|KYC115|Johnson|KY|JKL
021117|KYC117|Kenton|KY|ILN
021119|KYC119|Knott|KY|JKL
021121|KYC121|Knox|KY|JKL
021123|KYC123|Larue|KY|LMK
021125|KYC125|Laurel|KY|JKL
021127|KYC127|Lawrence|KY|RLX
021129|KYC129|Lee|KY|JKL
021131|KYC131|Leslie|KY|JKL
021133|KYC133|Letcher|KY|JKL
021135|KYC135|Lewis|KY|ILN
021137|KYC137|Lincoln|KY|LMK
021139|KYC139|Livingston|KY|PAH
021141|KYC141|Logan|KY|LMK
021143|KYC143|Lyon|KY|PAH
021145|KYC145|McCracken|KY|PAH
021147|KYC147|McCreary|KY|JKL
021149|KYC149|McLean|KY|PAH
021151|KYC151|Madison|KY|LMK
021153|KYC153|Magoffin|KY|JKL
021155|KYC155|Marion|KY|LMK
021157|KYC157|Marshall|KY|PAH
021159|KYC159|Martin|KY|JKL
021161|KYC161|Mason|KY|ILN
021163|KYC163|Meade|KY|LMK
021165|KYC165|Menifee|KY|JKL
021167|KYC167|Mercer|KY|LMK
021169|KYC169|Metcalfe|KY|LMK
021171|KYC171|Monroe|KY|LMK
021173|KYC173|Montgomery|KY|JKL
021175|KYC175|Morgan|KY|JKL
021177|KYC177|Muhlenberg|KY|PAH
021179|KYC179|Nelson|KY|LMK
021181|KYC181|Nicholas|KY|LMK
021183|KYC183|Ohio|KY|LMK
021185|KYC185|Oldham|KY|LMK
021187|KYC187|Owen|KY|ILN
021189|KYC189|Owsley|KY|JKL
021191|KYC191|Pendleton|KY|ILN
021193|KYC193|Perry|KY|JKL
021195|KYC195|Pike|KY|JKL
021197|KYC197|Powell|KY|JKL
021199|KYC199|Pulaski|KY|JKL
021201|KYC201|Robertson|KY|ILN
021203|KYC203|Rockcastle|KY|JKL
021205|KYC205|Rowan|KY|JKL
021207|KYC207|Russell|KY|LMK
021209|KYC209|Scott|KY|LMK
021211|KYC211|Shelby|KY|LMK
021213|KYC213|Simpson|KY|LMK
021215|KYC215|Spencer|KY|LMK
021217|KYC217|Taylor|KY|LMK
021219|KYC219|Todd|KY|PAH
021221|KYC221|Trigg|KY|PAH
021223|KYC223|Trimble|KY|LMK
021225|KYC225|Union|KY|PAH
021227|KYC227|Warren|KY|LMK
021229|KYC229|Washington|KY|LMK
021231|KYC231|Wayne|KY|JKL
021233|KYC233|Webster|KY|PAH
021235|KYC235|Whitley|KY|JKL
021237|KYC237|Wolfe|KY|JKL
021239|KYC239|Woodford|KY|LMK
022001|LAC001|Acadia|LA|LCH
022003|LAC003|Allen|LA|LCH
022005|LAC005|Ascension|LA|LIX
022007|LAC007|Assumption|LA|LIX
022009|LAC009|Avoyelles|LA|LCH
022011|LAC011|Beauregard|LA|LCH
022013|LAC013|Bienville|LA|SHV
022015|LAC015|Bossier|LA|SHV
022017|LAC017|Caddo|LA|SHV
022019|LAC019|Calcasieu|LA|LCH
022021|LAC021|Caldwell|LA|SHV
022023|LAC023|Cameron|LA|LCH
022025|LAC025|Catahoula|LA|JAN
022027|LAC027|Claiborne|LA|SHV
022029|LAC029|Concordia|LA|JAN
022031|LAC031|De Soto|LA|SHV
022033|LAC033|East Baton Rouge|LA|LIX
022035|LAC035|East Carroll|LA|JAN
022037|LAC037|East Feliciana|LA|LIX
022039|LAC039|Evangeline|LA|LCH
022041|LAC041|Franklin|LA|JAN
022043|LAC043|Grant|LA|SHV
022045|LAC045|Iberia|LA|LCH
022047|LAC047|Iberville|LA|LIX
022049|LAC049|Jackson|LA|SHV
022051|LAC051|Jefferson|LA|LIX
022053|LAC053|Jefferson Davis|LA|LCH
022055|LAC055|Lafayette|LA|LCH
022057|LAC057|Lafourche|LA|LIX
022059|LAC059|La Salle|LA|SHV
022061|LAC061|Lincoln|LA|SHV
022063|LAC063|Livingston|LA|LIX
022065|LAC065|Madison|LA|JAN
022067|LAC067|Morehouse|LA|JAN
022069|LAC069|Natchitoches|LA|SHV
022071|LAC071|Orleans|LA|LIX
022073|LAC073|Ouachita|LA|SHV
022075|LAC075|Plaquemines|LA|LIX
022077|LAC077|Pointe Coupee|LA|LIX
022079|LAC079|Rapides|LA|LCH
022081|LAC081|Red River|LA|SHV
022083|LAC083|Richland|LA|JAN
022085|LAC085|Sabine|LA|SHV
022087|LAC087|St. Bernard|LA|LIX
022089|LAC089|St. Charles|LA|LIX
022091|LAC091|St. Helena|LA|LIX
022093|LAC093|St. James|LA|LIX
022095|LAC095|St. John The Baptist|LA|LIX
022097|LAC097|St. Landry|LA|LCH
022099|LAC099|St. Martin|LA|LCH
022101|LAC101|St. Mary|LA|LCH
022103|LAC103|St. Tammany|LA|LIX
022105|LAC105|Tangipahoa|LA|LIX
022107|LAC107|Tensas|LA|JAN
022109|LAC109|Terrebonne|LA|LIX
022111|LAC111|Union|LA|SHV
022113|LAC113|Vermilion|LA|LCH
022115|LAC115|Vernon|LA|LCH
022117|LAC117|Washington|LA|LIX
022119|LAC119|Webster|LA|SHV
022121|LAC121|West Baton Rouge|LA|LIX
022123|LAC123|West Carroll|LA|JAN
022125|LAC125|West Feliciana|LA|LIX
022127|LAC127|Winn|LA|SHV
023001|MEC001|Androscoggin|ME|GYX
023003|MEC003|Aroostook|ME|CAR
023005|MEC005|Cumberland|ME|GYX
023007|MEC007|Franklin|ME|GYX
023009|MEC009|Hancock|ME|CAR
023011|MEC011|Kennebec|ME|GYX
023013|MEC013|Knox|ME|GYX
023015|MEC015|Lincoln|ME|GYX
023017|MEC017|Oxford|ME|GYX
023019|MEC019|Penobscot|ME|CAR
023021|MEC021|Piscataquis|ME|CAR
023023|MEC023|Sagadahoc|ME|GYX
023025|MEC025|Somerset|ME|GYX
023027|MEC027|Waldo|ME|GYX
023029|MEC029|Washington|ME|CAR
023031|MEC031|York|ME|GYX
024001|MDC001|Allegany|MD|LWX
024003|MDC003|Anne Arundel|MD|LWX
024005|MDC005|Baltimore|MD|LWX
024009|MDC009|Calvert|MD|LWX
024011|MDC011|Caroline|MD|PHI
024013|MDC013|Carroll|MD|LWX
024015|MDC015|Cecil|MD|LWX
024017|MDC017|Charles|MD|LWX
024019|MDC019|Dorchester|MD|AKQ
024021|MDC021|Frederick|MD|LWX
024023|MDC023|Garrett|MD|LWX
024025|MDC025|Harford|MD|LWX
024027|MDC027|Howard|MD|LWX
024029|MDC029|Kent|MD|PHI
024031|MDC031|Montgomery|MD|LWX
024033|MDC033|Prince Georges|MD|LWX
024035|MDC035|Queen Anne's|MD|PHI
024037|MDC037|St. Marys|MD|LWX
024039|MDC039|Somerset|MD|AKQ
024041|MDC041|Talbot|MD|PHI
024043|MDC043|Washington|MD|LWX
024045|MDC045|Wicomico|MD|AKQ
024047|MDC047|Worcester|MD|AKQ
024510|MDC510|Baltimore City|MD|LWX
025001|MAC001|Barnstable|MA|BOX
025003|MAC003|Berkshire|MA|ALY
025005|MAC005|Bristol|MA|BOX
025007|MAC007|Dukes|MA|BOX
025009|MAC009|Essex|MA|BOX
025011|MAC011|Franklin|MA|BOX
025013|MAC013|Hampden|MA|BOX
025015|MAC015|Hampshire|MA|BOX
025017|MAC017|Middlesex|MA|BOX
025019|MAC019|Nantucket|MA|BOX
025021|MAC021|Norfolk|MA|BOX
025023|MAC023|Plymouth|MA|BOX
025025|MAC025|Suffolk|MA|BOX
025027|MAC027|Worcester|MA|BOX
026001|MIC001|Alcona|MI|APX
026003|MIC003|Alger|MI|MQT
026005|MIC005|Allegan|MI|GRR
026007|MIC007|Alpena|MI|APX
026009|MIC009|Antrim|MI|APX
026011|MIC011|Arenac|MI|APX
026013|MIC013|Baraga|MI|MQT
026015|MIC015|Barry|MI|GRR
026017|MIC017|Bay|MI|DTX
026019|MIC019|Benzie|MI|APX
026021|MIC021|Berrien|MI|IWX
026023|MIC023|Branch|MI|IWX
026025|MIC025|Calhoun|MI|GRR
026027|MIC027|Cass|MI|IWX
026029|MIC029|Charlevoix|MI|APX
026031|MIC031|Cheboygan|MI|APX
026033|MIC033|Chippewa|MI|APX
026035|MIC035|Clare|MI|GRR
026037|MIC037|Clinton|MI|GRR
026039|MIC039|Crawford|MI|APX
026041|MIC041|Delta|MI|MQT
026043|MIC043|Dickinson|MI|MQT
026045|MIC045|Eaton|MI|GRR
026047|MIC047|Emmet|MI|APX
026049|MIC049|Genesee|MI|DTX
026051|MIC051|Gladwin|MI|APX
026053|MIC053|Gogebic|MI|MQT
026055|MIC055|Grand Traverse|MI|APX
026057|MIC057|Gratiot|MI|GRR
026059|MIC059|Hillsdale|MI|IWX
026061|MIC061|Houghton|MI|MQT
026063|MIC063|Huron|MI|DTX
026065|MIC065|Ingham|MI|GRR
026067|MIC067|Ionia|MI|GRR
026069|MIC069|Iosco|MI|APX
026071|MIC071|Iron|MI|MQT
026073|MIC073|Isabella|MI|GRR
026075|MIC075|Jackson|MI|GRR
026077|MIC077|Kalamazoo|MI|GRR
026079|MIC079|Kalkaska|MI|APX
026081|MIC081|Kent|MI|GRR
026083|MIC083|Keweenaw|MI|MQT
026085|MIC085|Lake|MI|GRR
026087|MIC087|Lapeer|MI|DTX
026089|MIC089|Leelanau|MI|APX
026091|MIC091|Lenawee|MI|DTX
026093|MIC093|Livingston|MI|DTX
026095|MIC095|Luce|MI|MQT
026097|MIC097|Mackinac|MI|APX
026099|MIC099|Macomb|MI|DTX
026101|MIC101|Manistee|MI|APX
026103|MIC103|Marquette|MI|MQT
026105|MIC105|Mason|MI|GRR
026107|MIC107|Mecosta|MI|GRR
026109|MIC109|Menominee|MI|MQT
026111|MIC111|Midland|MI|DTX
026113|MIC113|Missaukee|MI|APX
026115|MIC115|Monroe|MI|DTX
026117|MIC117|Montcalm|MI|GRR
026119|MIC119|Montmorency|MI|APX
026121|MIC121|Muskegon|MI|GRR
026123|MIC123|Newaygo|MI|GRR
026125|MIC125|Oakland|MI|DTX
026127|MIC127|Oceana|MI|GRR
026129|MIC129|Ogemaw|MI|APX
026131|MIC131|Ontonagon|MI|MQT
026133|MIC133|Osceola|MI|GRR
026135|MIC135|Oscoda|MI|APX
026137|MIC137|Otsego|MI|APX
026139|MIC139|Ottawa|MI|GRR
026141|MIC141|Presque Isle|MI|APX
026143|MIC143|Roscommon|MI|APX
026145|MIC145|Saginaw|MI|DTX
026147|MIC147|St. Clair|MI|DTX
026149|MIC149|St. Joseph|MI|IWX
026151|MIC151|Sanilac|MI|DTX
026153|MIC153|Schoolcraft|MI|MQT
026155|MIC155|Shiawassee|MI|DTX
026157|MIC157|Tuscola|MI|DTX
026159|MIC159|Van Buren|MI|GRR
026161|MIC161|Washtenaw|MI|DTX
026163|MIC163|Wayne|MI|DTX
026165|MIC165|Wexford|MI|APX
027001|MNC001|Aitkin|MN|DLH
027003|MNC003|Anoka|MN|MPX
027005|MNC005|Becker|MN|FGF
027007|MNC007|Beltrami|MN|FGF
027009|MNC009|Benton|MN|MPX
027011|MNC011|Big Stone|MN|ABR
027013|MNC013|Blue Earth|MN|MPX
027015|MNC015|Brown|MN|MPX
027017|MNC017|Carlton|MN|DLH
027019|MNC019|Carver|MN|MPX
027021|MNC021|Cass|MN|DLH
027023|MNC023|Chippewa|MN|MPX
027025|MNC025|Chisago|MN|MPX
027027|MNC027|Clay|MN|FGF
027029|MNC029|Clearwater|MN|FGF
027031|MNC031|Cook|MN|DLH
027033|MNC033|Cottonwood|MN|FSD
027035|MNC035|Crow Wing|MN|DLH
027037|MNC037|Dakota|MN|MPX
027039|MNC039|Dodge|MN|ARX
027041|MNC041|Douglas|MN|MPX
027043|MNC043|Faribault|MN|MPX
027045|MNC045|Fillmore|MN|ARX
027047|MNC047|Freeborn|MN|MPX
027049|MNC049|Goodhue|MN|MPX
027051|MNC051|Grant|MN|FGF
027053|MNC053|Hennepin|MN|MPX
027055|MNC055|Houston|MN|ARX
027057|MNC057|Hubbard|MN|FGF
027059|MNC059|Isanti|MN|MPX
027061|MNC061|Itasca|MN|DLH
027063|MNC063|Jackson|MN|FSD
027065|MNC065|Kanabec|MN|MPX
027067|MNC067|Kandiyohi|MN|MPX
027069|MNC069|Kittson|MN|FGF
027071|MNC071|Koochiching|MN|DLH
027073|MNC073|Lac qui Parle|MN|MPX
027075|MNC075|Lake|MN|DLH
027077|MNC077|Lake of the Woods|MN|FGF
027079|MNC079|Le Sueur|MN|MPX
027081|MNC081|Lincoln|MN|FSD
027083|MNC083|Lyon|MN|FSD
027085|MNC085|McLeod|MN|MPX
027087|MNC087|Mahnomen|MN|FGF
027089|MNC089|Marshall|MN|FGF
027091|MNC091|Martin|MN|MPX
027093|MNC093|Meeker|MN|MPX
027095|MNC095|Mille Lacs|MN|MPX
027097|MNC097|Morrison|MN|MPX
027099|MNC099|Mower|MN|ARX
027101|MNC101|Murray|MN|FSD
027103|MNC103|Nicollet|MN|MPX
027105|MNC105|Nobles|MN|FSD
027107|MNC107|Norman|MN|FGF
027109|MNC109|Olmsted|MN|ARX
